epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,9980.48,0.91341,0.8707,1.38401,0.85494,0.85339,0.90208,0.72657,0.58379,0.4184,1.14485,0.0005446,0.0005446,0.0005446
48,10188.2,0.91055,0.86763,1.38141,0.85654,0.85538,0.90372,0.72918,0.57876,0.4135,1.13894,0.0005347,0.0005347,0.0005347
49,10401.1,0.90532,0.86138,1.3778,0.85898,0.85706,0.90443,0.7313,0.57348,0.40898,1.13288,0.0005248,0.0005248,0.0005248
50,10619.5,0.90161,0.85364,1.37404,0.86601,0.85694,0.90535,0.73358,0.56865,0.40429,1.12691,0.0005149,0.0005149,0.0005149
51,10834.4,0.89587,0.85012,1.36849,0.86653,0.85802,0.90622,0.73572,0.56372,0.39983,1.12101,0.000505,0.000505,0.000505
52,11042.4,0.89083,0.83786,1.36479,0.86849,0.85822,0.90716,0.73783,0.55909,0.39508,1.11539,0.0004951,0.0004951,0.0004951
53,11250.6,0.88725,0.83712,1.36115,0.86836,0.86115,0.9082,0.74041,0.55441,0.39026,1.10965,0.0004852,0.0004852,0.0004852
54,11460.7,0.88719,0.83258,1.36018,0.86824,0.86334,0.90879,0.7424,0.54971,0.38587,1.10412,0.0004753,0.0004753,0.0004753
55,11670.2,0.88276,0.8259,1.3564,0.86843,0.86648,0.91012,0.74467,0.54565,0.38197,1.09885,0.0004654,0.0004654,0.0004654
56,11879.5,0.8822,0.82073,1.35533,0.86822,0.8702,0.91075,0.74668,0.54112,0.37752,1.09331,0.0004555,0.0004555,0.0004555
57,12094,0.87307,0.81292,1.34982,0.86938,0.87166,0.91123,0.74827,0.53705,0.37317,1.08838,0.0004456,0.0004456,0.0004456
58,12311.4,0.87371,0.81268,1.34752,0.87206,0.8718,0.91212,0.7501,0.53285,0.3689,1.08335,0.0004357,0.0004357,0.0004357
59,12520.1,0.86762,0.8129,1.34458,0.87163,0.87365,0.91306,0.75203,0.52865,0.36512,1.07835,0.0004258,0.0004258,0.0004258
60,12726.2,0.86394,0.79962,1.33932,0.87439,0.87425,0.91409,0.7535,0.52482,0.36122,1.07384,0.0004159,0.0004159,0.0004159
61,12934.2,0.86224,0.7963,1.3393,0.87513,0.8754,0.91497,0.75511,0.52086,0.35739,1.06921,0.000406,0.000406,0.000406
62,13144,0.85526,0.79484,1.33473,0.87504,0.87876,0.91582,0.75696,0.51709,0.35393,1.06479,0.0003961,0.0003961,0.0003961
63,13354.8,0.85847,0.79272,1.33684,0.87385,0.8795,0.9164,0.75841,0.5137,0.35044,1.06063,0.0003862,0.0003862,0.0003862
64,13567.4,0.8537,0.78457,1.3306,0.87645,0.87887,0.91703,0.75962,0.5106,0.34748,1.05675,0.0003763,0.0003763,0.0003763
65,13780.5,0.84507,0.77907,1.32583,0.87689,0.88059,0.91777,0.76162,0.50727,0.34459,1.05275,0.0003664,0.0003664,0.0003664
66,13988.4,0.84747,0.77626,1.32567,0.87708,0.88133,0.91844,0.76334,0.50396,0.34171,1.04882,0.0003565,0.0003565,0.0003565
67,14196,0.84336,0.7695,1.32181,0.88015,0.88049,0.91882,0.76411,0.50094,0.33893,1.04509,0.0003466,0.0003466,0.0003466
68,14402.6,0.84125,0.77105,1.32059,0.87939,0.88119,0.91906,0.76538,0.49759,0.33598,1.04117,0.0003367,0.0003367,0.0003367
69,14610.8,0.83707,0.76651,1.31792,0.88067,0.88226,0.91998,0.76742,0.49472,0.33324,1.03781,0.0003268,0.0003268,0.0003268
70,14819.8,0.83233,0.76157,1.31805,0.88092,0.88385,0.92048,0.7688,0.49198,0.33046,1.0345,0.0003169,0.0003169,0.0003169
71,15036.3,0.83324,0.76082,1.31425,0.88179,0.88514,0.92086,0.76979,0.4891,0.3278,1.03102,0.000307,0.000307,0.000307
72,15251.8,0.82788,0.75413,1.31184,0.88088,0.88696,0.9213,0.77127,0.48637,0.325,1.02779,0.0002971,0.0002971,0.0002971
73,15459.9,0.82272,0.74916,1.3095,0.883,0.88713,0.9218,0.77239,0.48341,0.32241,1.02436,0.0002872,0.0002872,0.0002872
74,15661.3,0.81933,0.74558,1.3056,0.88587,0.88585,0.92218,0.77368,0.48095,0.31991,1.02129,0.0002773,0.0002773,0.0002773
75,15867.6,0.81557,0.7409,1.30085,0.88628,0.88629,0.92263,0.77539,0.4783,0.31695,1.01811,0.0002674,0.0002674,0.0002674
76,16074.5,0.81339,0.73585,1.30069,0.88701,0.88733,0.92329,0.77643,0.47573,0.31475,1.01508,0.0002575,0.0002575,0.0002575
77,16279.2,0.81464,0.73829,1.30006,0.88624,0.89009,0.92346,0.77766,0.47337,0.31246,1.01218,0.0002476,0.0002476,0.0002476
78,16488.4,0.80962,0.7299,1.29717,0.8872,0.88974,0.92329,0.77831,0.47126,0.31048,1.00947,0.0002377,0.0002377,0.0002377
79,16702.1,0.81086,0.73192,1.29873,0.88984,0.88975,0.92361,0.77906,0.46928,0.30831,1.00702,0.0002278,0.0002278,0.0002278
80,16912.1,0.80687,0.72745,1.29467,0.88872,0.89143,0.9237,0.77975,0.46719,0.30647,1.0045,0.0002179,0.0002179,0.0002179
81,17118,0.8025,0.72502,1.29421,0.89057,0.88951,0.92418,0.78075,0.46516,0.30432,1.00209,0.000208,0.000208,0.000208
82,17322.9,0.80114,0.72358,1.29075,0.89192,0.88989,0.92467,0.78195,0.46316,0.30237,0.9996,0.0001981,0.0001981,0.0001981
83,17532.1,0.79989,0.71732,1.28878,0.89197,0.89074,0.92505,0.78306,0.46121,0.30078,0.99734,0.0001882,0.0001882,0.0001882
84,17736.9,0.80208,0.7208,1.29038,0.89138,0.89035,0.92516,0.78366,0.45976,0.29883,0.99542,0.0001783,0.0001783,0.0001783
85,17942,0.7932,0.71064,1.28342,0.89347,0.88947,0.92541,0.78453,0.45809,0.29718,0.99319,0.0001684,0.0001684,0.0001684
86,18156.6,0.79394,0.70892,1.2836,0.89313,0.88948,0.92566,0.78504,0.45652,0.29552,0.99122,0.0001585,0.0001585,0.0001585
87,18367,0.79053,0.70489,1.28314,0.89333,0.89069,0.92611,0.78574,0.45518,0.29391,0.98959,0.0001486,0.0001486,0.0001486
88,18571.3,0.79245,0.70755,1.28236,0.89406,0.89022,0.92631,0.78632,0.45372,0.29261,0.98771,0.0001387,0.0001387,0.0001387
89,18773.6,0.79004,0.70331,1.28055,0.89514,0.89032,0.92625,0.78654,0.45259,0.29118,0.98612,0.0001288,0.0001288,0.0001288
90,18982.2,0.7827,0.6957,1.27526,0.89564,0.89119,0.92664,0.7872,0.45141,0.28986,0.98447,0.0001189,0.0001189,0.0001189
91,19181.1,0.59822,0.45704,1.1534,0.89929,0.88999,0.92718,0.78812,0.44911,0.2877,0.98195,0.000109,0.000109,0.000109
92,19373.5,0.57955,0.42944,1.13237,0.89965,0.89133,0.92767,0.78913,0.44636,0.2849,0.97888,9.91e-05,9.91e-05,9.91e-05
93,19568,0.57015,0.42047,1.12592,0.9018,0.89128,0.92793,0.7906,0.44364,0.28213,0.97589,8.92e-05,8.92e-05,8.92e-05
94,19767.4,0.56625,0.41707,1.12275,0.90201,0.89232,0.92829,0.79119,0.44103,0.27966,0.97309,7.93e-05,7.93e-05,7.93e-05
95,19967.7,0.5603,0.4107,1.11698,0.89875,0.89632,0.92857,0.79239,0.43837,0.27709,0.97025,6.94e-05,6.94e-05,6.94e-05
96,20164.1,0.55558,0.40821,1.11276,0.89885,0.89729,0.92904,0.79364,0.43584,0.27474,0.9675,5.95e-05,5.95e-05,5.95e-05
97,20359.9,0.55171,0.3998,1.10916,0.89938,0.89794,0.92928,0.7946,0.43323,0.2725,0.96478,4.96e-05,4.96e-05,4.96e-05
98,20554.7,0.55194,0.4008,1.11084,0.89918,0.8987,0.92942,0.79567,0.43071,0.27034,0.96212,3.97e-05,3.97e-05,3.97e-05
99,20747.1,0.5472,0.39773,1.10657,0.90004,0.89901,0.92959,0.79646,0.42868,0.26868,0.95991,2.98e-05,2.98e-05,2.98e-05
100,20941.5,0.54333,0.39603,1.10279,0.90028,0.90076,0.9296,0.79741,0.42668,0.26685,0.9577,1.99e-05,1.99e-05,1.99e-05
